Legacy_Serial_number,Material_Type,Material,Material_Description,Legacy_Field_Value,Material_Group,Old_material_number,Unit_of_Weight,Material_Description_1,Volume_Unit,Denominator,Display_Unit_Measure,Numerator,Base_Unit_of_Measure,Denominator_1,Numerator_1,Denominator_2,Display_Unit_Measure_1,Numerator_2,Base_Unit_of_Measure_1,Denominator_3,Display_Unit_Measure_2,Numerator_3,Base_Unit_of_Measure_2,DOMESTIC_FLAG,NO_STOCK_CHECK_IND,Legacy_Company_Code,POTXT,Manufacturer_Part_No_,Valid_From,Loading_Group,Material_Group_3,Valuation_Class,ZZ1_MM_RP_PLT,Process_Flag,Storage_Location_Extend,Material_Group_4,Denominator_4,Display_Unit_Measure_3,Numerator_4,Denominator_5,Display_Unit_Measure_4,Numerator_5,Item_Plan_Type,Effective_Till_Date,Plant_type_Legacy,HSN
20040_2026:07:01 18:01:13 157,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,1,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:01 18:05:13 319,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,1,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:01 18:31:18 203,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,1,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:01 18:33:13 919,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,1,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:02 14:45:20 337,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,1,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:02 17:47:13 494,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,1,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:02 17:49:13 034,ZICM,MA2FL02R000,"21-01-067 E56427,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"21-01-067 E56427,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,3,"DISTRIBUTOR, SNK, 21-01-067 E56427, APPLICABLE FOR",21-01-067 E56427,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20040_2026:07:02 18:41:19 298,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,1,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20040_2026:07:02 18:43:13 846,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,1,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,S,S,,0,,0,0,,0,2020.0,9999-12-31,,9999
20041_2026:07:01 09:39:20 224,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,1,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 13:35:19 663,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,1,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 15:31:19 698,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,1,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 15:33:14 944,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,1,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 16:27:13 305,ZOES,3B105M58QE1-CVF,"CONTROLLER ASSY,BODY ELEC (CHROME)",EA,LOC COMP,,G,"CONTROLLER ASSY,BODY ELEC (CHROME)",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,43,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2705.0,9999-12-31,S,9999
20041_2026:07:01 17:25:14 195,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,3,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,E,,,0,,0,0,,0,2041.0,9999-12-31,,9999
20041_2026:07:01 17:57:17 691,ZICM,MAB7H01D000,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",NO,MC SPARES,NEW,,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",,1,,1,,0,0,0,,0,,0,,0,,,,47,"COMPRESSOR, ADVANCE, ZB26 KQE-TFD-522(3PH-R134A),",ZB26 KQE-TFD-522(3PH-R134A),,,,3000.0,,,,,0,,0,0,,0,,9999-12-31,,9999
20041_2026:07:01 18:01:13 157,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,1,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 18:05:13 319,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,1,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 18:31:18 203,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,1,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:01 18:33:13 919,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,1,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:02 14:45:20 337,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,1,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:02 17:47:13 494,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,1,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:02 17:49:13 034,ZICM,MA2FL02R000,"21-01-067 E56427,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"21-01-067 E56427,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,3,"DISTRIBUTOR, SNK, 21-01-067 E56427, APPLICABLE FOR",21-01-067 E56427,,,,3000.0,,E,,,0,,0,0,,0,2041.0,9999-12-31,,9999
20041_2026:07:02 18:41:19 298,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,1,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20041_2026:07:02 18:43:13 846,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,1,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,E,,,0,,0,0,,0,2021.0,9999-12-31,,9999
20042_2026:07:01 09:39:20 225,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,2,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 13:35:19 664,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,2,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 15:31:19 699,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,2,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 15:33:14 945,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,2,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 16:27:13 306,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,70,,,,ZGFL,S,,,E,,B,1,EA2,1,1,SU2,1,2060.0,9999-12-31,S,9999
20042_2026:07:01 17:25:14 196,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,43,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,,,,0,,0,0,,0,,9999-12-31,,9999
20042_2026:07:01 17:57:17 693,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,2,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 18:01:13 158,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,2,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 18:05:13 321,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,2,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 18:31:18 203,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,2,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:01 18:33:13 920,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,2,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:02 14:45:20 338,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,2,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:02 17:47:13 495,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,2,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:02 17:49:13 035,ZICM,MA2FL02S000,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,43,"DISTRIBUTOR, SNK, 51-01-521 3454455554SP, APPLICAB",51-01-521 3454455554SP,,,,3000.0,,,,,0,,0,0,,0,,9999-12-31,,9999
20042_2026:07:02 18:41:19 299,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,2,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20042_2026:07:02 18:43:13 847,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,2,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,S,S,,0,,0,0,,0,2030.0,9999-12-31,,9999
20043_2026:07:01 09:39:20 225,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,2,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 13:35:19 664,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,2,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 15:31:19 699,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,2,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 15:33:14 945,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,2,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 16:27:13 306,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,70,,,,ZGFL,S,,,S,S,B,1,EA2,1,1,SU2,1,2703.0,9999-12-31,S,9999
20043_2026:07:01 17:25:14 196,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,43,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,S,S,,0,,0,0,,0,2705.0,9999-12-31,,9999
20043_2026:07:01 17:57:17 693,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,2,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 18:01:13 158,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,2,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 18:05:13 321,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,2,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 18:31:18 203,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,2,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:01 18:33:13 920,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,2,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:02 14:45:20 338,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,2,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:02 17:47:13 495,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,2,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:02 17:49:13 035,ZICM,MA2FL02S000,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,43,"DISTRIBUTOR, SNK, 51-01-521 3454455554SP, APPLICAB",51-01-521 3454455554SP,,,,3000.0,,S,S,,0,,0,0,,0,2705.0,9999-12-31,,9999
20043_2026:07:02 18:41:19 299,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,2,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20043_2026:07:02 18:43:13 847,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,2,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,E,,,0,,0,0,,0,2032.0,9999-12-31,,9999
20044_2026:07:01 09:39:20 226,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,3,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20044_2026:07:01 13:35:19 664,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,3,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20044_2026:07:01 15:31:19 699,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,3,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20044_2026:07:01 15:33:14 945,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,3,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20044_2026:07:01 16:27:13 307,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,2,,,,0001,S,,,E,,B,1,EA2,1,1,SU2,1,2030.0,9999-12-31,S,9999
20044_2026:07:01 17:25:14 198,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,47,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,S,S,,0,,0,0,,0,2050.0,9999-12-31,,9999
20044_2026:07:01 17:57:17 694,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,3,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20044_2026:07:01 18:01:13 158,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,3,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
20044_2026:07:01 18:05:13 322,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,3,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,S,S,,0,,0,0,,0,2040.0,9999-12-31,,9999
